trade_id,entry_date,exit_date,expiry,dte_at_entry,nifty_reference_entry,put_long_strike,put_short_strike,call_short_strike,call_long_strike,wing_width_points,put_long_entry_premium,put_short_entry_premium,call_short_entry_premium,call_long_entry_premium,put_long_exit_premium,put_short_exit_premium,call_short_exit_premium,call_long_exit_premium,entry_credit_points,entry_credit_value_per_lot,lower_breakeven,upper_breakeven,take_profit_credit_pct,stop_loss_credit_multiple,take_profit_debit,stop_loss_debit,lot_size,gross_pnl,modeled_costs,net_pnl,return_on_capital,return_on_max_loss,max_expiry_loss_points,max_expiry_loss,exit_reason
OOS-20230704-20230706-19200-19750,2023-07-04,2023-07-05,2023-07-06,2,19458.4,18950.0,19200.0,19750.0,20000.0,250.0,5.45,14.45,1.8,1.0,2.7,6.55,1.1,0.7,9.8,490.00000000000006,19190.2,19759.8,0.4,1.0,5.88,19.6,50,702.5000000000002,96.10257875000002,606.3974212500002,0.006063974212500002,0.05049104256869277,240.2,12010.0,take_profit
OOS-20230711-20230713-19250-19750,2023-07-11,2023-07-12,2023-07-13,2,19500.85,19000.0,19250.0,19750.0,20000.0,250.0,2.4,6.85,2.55,1.2,1.45,6.85,1.9,1.3,5.799999999999998,289.9999999999999,19244.2,19755.8,0.4,1.0,3.4799999999999986,11.599999999999996,50,590.0,95.5333955,494.4666045,0.004944666045000001,0.04049685540540541,244.2,12210.0,take_profit
OOS-20230718-20230720-19500-20050,2023-07-18,2023-07-19,2023-07-20,2,19770.55,19250.0,19500.0,20050.0,20300.0,250.0,3.65,11.95,4.3,1.55,2.4,4.1,2.75,1.0,11.049999999999999,552.5,19488.95,20061.05,0.4,1.0,6.629999999999999,22.099999999999998,50,724.9999999999999,96.0570503,628.9429496999999,0.0062894294969999985,0.05264222219711236,238.95,11947.5,take_profit
OOS-20230725-20230727-19400-19950,2023-07-25,2023-07-26,2023-07-27,2,19691.15,19150.0,19400.0,19950.0,20200.0,250.0,1.4,4.35,7.05,2.1,0.8,1.65,8.55,1.35,7.899999999999999,394.99999999999994,19392.1,19957.9,0.4,1.0,4.739999999999999,15.799999999999997,50,797.5,95.66237025000001,701.83762975,0.0070183762975,0.05797915156959934,242.1,12105.0,take_profit
OOS-20230801-20230803-19550-20100,2023-08-01,2023-08-02,2023-08-03,2,19812.55,19300.0,19550.0,20100.0,20350.0,250.0,2.25,12.35,1.95,1.3,5.5,73.6,1.45,1.2,10.749999999999998,537.4999999999999,19539.25,20110.75,0.4,1.0,6.449999999999998,21.499999999999996,50,3954.9999999999995,97.6305164,3857.3694835999995,0.038573694836,0.322455129245559,239.25,11962.5,take_profit
OOS-20230808-20230810-19350-19900,2023-08-08,2023-08-09,2023-08-10,2,19611.25,19100.0,19350.0,19900.0,20150.0,250.0,2.35,9.85,2.35,1.25,1.75,3.7,1.3,0.45,8.6,430.0,19341.4,19908.6,0.4,1.0,5.159999999999999,17.2,50,570.0000000000001,95.609207,474.39079300000014,0.004743907930000002,0.039303296851698435,241.4,12070.0,take_profit
OOS-20230822-20230824-19100-19650,2023-08-22,2023-08-23,2023-08-24,2,19386.3,18850.0,19100.0,19650.0,19900.0,250.0,1.25,3.85,3.0,1.5,1.3,2.15,2.0,0.8,4.1,204.99999999999997,19095.9,19654.1,0.4,1.0,2.4599999999999995,8.2,50,307.5,95.18608765000002,212.31391234999998,0.0021231391234999997,0.01726831332655551,245.9,12295.0,take_profit
OOS-20230829-20230831-19050-19600,2023-08-29,2023-08-30,2023-08-31,2,19337.1,18800.0,19050.0,19600.0,19850.0,250.0,1.55,3.5,3.2,1.25,0.65,1.5,2.0,0.9,3.9000000000000004,195.00000000000003,19046.1,19603.9,0.4,1.0,2.3400000000000003,7.800000000000001,50,292.5,95.12326594999999,197.37673405,0.0019737673405,0.01604036847216579,246.1,12305.0,take_profit
OOS-20230905-20230907-19400-19900,2023-09-05,2023-09-06,2023-09-07,2,19653.55,19150.0,19400.0,19900.0,20150.0,250.0,3.2,8.5,1.45,0.85,1.35,2.85,0.6,0.55,5.8999999999999995,295.0,19394.1,19905.9,0.4,1.0,3.5399999999999996,11.799999999999999,50,372.5,95.40446915,277.09553085,0.0027709553084999997,0.02270344374027038,244.1,12205.0,take_profit
OOS-20230912-20230914-19750-20300,2023-09-12,2023-09-13,2023-09-14,2,20046.3,19500.0,19750.0,20300.0,20550.0,250.0,4.65,10.9,5.8,2.6,1.65,3.05,2.85,0.85,9.45,472.49999999999994,19740.55,20309.45,0.4,1.0,5.669999999999999,18.9,50,642.5,96.04966114999998,546.45033885,0.005464503388499999,0.04543341000623571,240.55,12027.5,take_profit
OOS-20230926-20230928-19400-19950,2023-09-26,2023-09-27,2023-09-28,2,19677.05,19150.0,19400.0,19950.0,20200.0,250.0,1.55,5.0,3.75,1.35,1.5,2.9,1.7,0.65,5.85,292.5,19394.15,19955.85,0.4,1.0,3.51,11.7,50,414.99999999999994,95.3372956,319.66270439999994,0.0031966270439999995,0.026185763211140686,244.15,12207.5,take_profit
OOS-20231003-20231005-19300-19850,2023-10-03,2023-10-04,2023-10-05,2,19571.5,19050.0,19300.0,19850.0,20100.0,250.0,2.05,8.9,3.7,1.6,1.1,10.55,0.8,0.55,8.950000000000001,447.50000000000006,19291.05,19858.95,0.4,1.0,5.37,17.900000000000002,50,932.4999999999999,95.74073825,836.7592617499998,0.0083675926175,0.06942619885915784,241.05,12052.5,take_profit
OOS-20231010-20231012-19450-20000,2023-10-10,2023-10-11,2023-10-12,2,19738.1,19200.0,19450.0,20000.0,20250.0,250.0,5.75,16.1,3.2,0.85,1.3,2.55,3.65,0.7,12.700000000000001,635.0,19437.3,20012.7,0.4,1.0,7.62,25.400000000000002,50,844.9999999999999,96.19037689999999,748.8096231,0.007488096230999999,0.06311079840707964,237.3,11865.0,take_profit
OOS-20231017-20231019-19550-20100,2023-10-17,2023-10-18,2023-10-19,2,19811.1,19300.0,19550.0,20100.0,20350.0,250.0,3.0,7.4,3.05,1.05,1.1,11.15,1.05,0.7,6.3999999999999995,320.0,19543.6,20106.4,0.4,1.0,3.8399999999999994,12.799999999999999,50,840.0,95.6270815,744.3729185,0.007443729184999999,0.06111436112479474,243.6,12180.0,take_profit
OOS-20231031-20231102-18900-19400,2023-10-31,2023-11-01,2023-11-02,2,19158.2,18650.0,18900.0,19400.0,19650.0,250.0,4.65,18.9,5.75,1.65,1.8,28.1,1.4,0.8,18.35,917.5000000000001,18881.65,19418.35,0.4,1.0,11.01,36.7,50,2262.5000000000005,97.12190245,2165.3780975500003,0.021653780975500005,0.18695256616015543,231.65,11582.5,take_profit
OOS-20231107-20231109-19200-19750,2023-11-07,2023-11-08,2023-11-09,2,19476.9,18950.0,19200.0,19750.0,20000.0,250.0,2.8,9.2,1.9,0.9,0.7,2.35,0.85,0.5,7.4,370.0,19192.6,19757.4,0.4,1.0,4.44,14.8,50,470.0,95.42296280000001,374.5770372,0.003745770372,0.030880217411376754,242.6,12130.0,take_profit
OOS-20231121-20231123-19550-20100,2023-11-21,2023-11-22,2023-11-23,2,19841.3,19300.0,19550.0,20100.0,20350.0,250.0,2.4,6.65,3.55,1.1,0.9,2.05,0.8,0.35,6.699999999999999,334.99999999999994,19543.3,20106.7,0.4,1.0,4.02,13.399999999999999,50,415.00000000000006,95.35064519999999,319.6493548000001,0.0031964935480000007,0.026276149182079742,243.3,12165.0,take_profit
OOS-20231128-20231130-19650-20200,2023-11-28,2023-11-29,2023-11-30,2,19936.7,19400.0,19650.0,20200.0,20450.0,250.0,2.25,5.8,1.75,0.6,2.25,3.15,16.15,0.7,4.7,235.0,19645.3,20204.7,0.4,1.0,2.82,9.4,50,1052.5,95.63437385,956.86562615,0.0095686562615,0.07801594995108031,245.3,12265.0,take_profit
OOS-20231205-20231207-20650-21250,2023-12-05,2023-12-06,2023-12-07,2,20942.6,20400.0,20650.0,21250.0,21500.0,250.0,7.9,19.95,6.8,2.25,1.9,3.9,1.95,0.7,16.6,830.0000000000001,20633.4,21266.6,0.4,1.0,9.96,33.2,50,992.5000000000001,96.83065315000002,895.6693468500001,0.008956693468500001,0.07674972980719795,233.4,11670.0,take_profit
OOS-20231212-20231214-20750-21300,2023-12-12,2023-12-13,2023-12-14,2,21022.95,20500.0,20750.0,21300.0,21550.0,250.0,4.3,21.4,5.3,1.8,1.05,6.75,0.95,0.6,20.599999999999998,1030.0,20729.4,21320.6,0.4,1.0,12.359999999999998,41.199999999999996,50,1332.4999999999998,96.71108435,1235.7889156499998,0.012357889156499997,0.10774096910636441,229.4,11470.0,take_profit
OOS-20231219-20231221-21250-21800,2023-12-19,2023-12-20,2023-12-21,2,21527.75,21000.0,21250.0,21800.0,22050.0,250.0,5.55,16.65,5.85,1.9,27.65,119.1,2.4,1.85,15.049999999999999,752.5,21234.95,21815.05,0.4,1.0,9.03,30.099999999999998,50,5352.500000000001,100.94071854999999,5251.5592814500005,0.0525155928145,0.44703632955522454,234.95,11747.5,take_profit
OOS-20231226-20231228-21200-21750,2023-12-26,2023-12-27,2023-12-28,2,21472.3,20950.0,21200.0,21750.0,22000.0,250.0,7.9,21.9,9.45,1.8,3.4,5.5,30.65,2.0,21.649999999999995,1082.4999999999998,21178.35,21771.65,0.4,1.0,12.989999999999997,43.29999999999999,50,2620.0,98.01683840000001,2521.9831616,0.025219831616000003,0.22088751141668492,228.35,11417.5,take_profit
OOS-20240102-20240104-21450-22050,2024-01-02,2024-01-03,2024-01-04,2,21756.75,21200.0,21450.0,22050.0,22300.0,250.0,5.7,24.4,6.15,2.6,2.05,35.1,1.2,0.9,22.249999999999996,1112.4999999999998,21427.75,22072.25,0.4,1.0,13.349999999999998,44.49999999999999,50,2780.0,97.7592729,2682.2407271,0.026822407271000003,0.2355425446410538,227.75,11387.5,take_profit
OOS-20240109-20240111-21300-21900,2024-01-09,2024-01-10,2024-01-11,2,21616.85,21050.0,21300.0,21900.0,22150.0,250.0,2.4,15.35,6.3,1.95,1.45,3.5,2.25,0.5,17.3,865.0,21282.7,21917.3,0.4,1.0,10.38,34.6,50,1055.0,96.2930433,958.7069567,0.009587069567,0.08239853516974645,232.7,11635.0,take_profit
OOS-20240116-20240118-21750-22350,2024-01-16,2024-01-17,2024-01-18,2,22029.5,21500.0,21750.0,22350.0,22600.0,250.0,6.85,19.75,8.35,2.35,50.3,199.25,1.85,1.45,18.9,944.9999999999999,21731.1,22368.9,0.4,1.0,11.339999999999998,37.8,50,8412.5,104.71666635,8307.78333365,0.08307783333650001,0.7189773547079187,231.1,11555.0,take_profit
OOS-20240123-20240125-20900-21500,2024-01-23,2024-01-24,2024-01-25,2,21194.25,20650.0,20900.0,21500.0,21750.0,250.0,6.45,26.85,27.4,10.8,1.8,3.85,65.35,7.15,37.0,1850.0,20863.0,21537.0,0.4,1.0,22.2,74.0,50,4862.499999999999,100.78877685,4761.711223149999,0.04761711223149999,0.44710903503755856,213.0,10650.0,take_profit
OOS-20240130-20240201-21350-21950,2024-01-30,2024-01-31,2024-02-01,2,21630.5,21100.0,21350.0,21950.0,22200.0,250.0,27.55,75.85,25.7,7.75,9.5,23.35,52.55,17.8,66.25,3312.5,21283.75,22016.25,0.4,1.0,39.75,132.5,50,5742.499999999999,105.98049544999998,5636.5195045499995,0.05636519504549999,0.6134987215836735,183.75,9187.5,take_profit
OOS-20240206-20240208-21700-22300,2024-02-06,2024-02-07,2024-02-08,2,21979.55,21450.0,21700.0,22300.0,22550.0,250.0,13.3,44.05,12.65,1.95,2.45,11.15,3.05,0.7,41.44999999999999,2072.4999999999995,21658.55,22341.45,0.4,1.0,24.869999999999994,82.89999999999998,50,2624.999999999999,99.28598869999999,2525.714011299999,0.025257140112999992,0.2422166397794293,208.55,10427.5,take_profit
OOS-20240213-20240215-21550-22100,2024-02-13,2024-02-14,2024-02-15,2,21823.75,21300.0,21550.0,22100.0,22350.0,250.0,12.3,43.45,10.5,1.3,3.35,10.7,9.15,1.0,40.35000000000001,2017.5000000000005,21509.65,22140.35,0.4,1.0,24.210000000000004,80.70000000000002,50,2792.5000000000005,99.26522575,2693.2347742500006,0.026932347742500005,0.25692676119723357,209.64999999999998,10482.499999999998,take_profit
OOS-20240220-20240222-21900-22500,2024-02-20,2024-02-21,2024-02-22,2,22217.2,21650.0,21900.0,22500.0,22750.0,250.0,9.45,29.45,11.85,1.25,3.3,31.05,2.0,0.95,30.599999999999998,1530.0,21869.4,22530.6,0.4,1.0,18.36,61.199999999999996,50,2970.0,98.59243869999999,2871.4075613,0.028714075613,0.26175091716499543,219.4,10970.0,take_profit
OOS-20240227-20240229-21900-22500,2024-02-27,2024-02-28,2024-02-29,2,22203.05,21650.0,21900.0,22500.0,22750.0,250.0,5.1,22.35,14.45,1.85,12.05,78.2,2.9,1.8,29.849999999999994,1492.4999999999998,21870.15,22529.85,0.4,1.0,17.909999999999997,59.69999999999999,50,4855.0,99.9369133,4755.0630867,0.047550630867,0.4319839279309562,220.15,11007.5,take_profit
OOS-20240305-20240307-22150-22750,2024-03-05,2024-03-06,2024-03-07,2,22433.25,21900.0,22150.0,22750.0,23000.0,250.0,7.9,31.4,3.5,1.15,2.45,7.3,3.35,0.55,25.85,1292.5,22124.15,22775.85,0.4,1.0,15.51,51.7,50,1675.0,97.5173884,1577.4826116,0.015774826116,0.14075240790542048,224.15,11207.5,take_profit
OOS-20240312-20240314-22150-22750,2024-03-12,2024-03-13,2024-03-14,2,22447.05,21900.0,22150.0,22750.0,23000.0,250.0,5.75,28.35,5.95,1.2,49.8,201.25,1.6,1.2,27.350000000000005,1367.5000000000002,22122.65,22777.35,0.4,1.0,16.410000000000004,54.70000000000001,50,8960.0,105.09092589999999,8854.9090741,0.088549090741,0.7954106511655064,222.65,11132.5,take_profit
OOS-20240319-20240321-21600-22200,2024-03-19,2024-03-20,2024-03-21,2,21886.5,21350.0,21600.0,22200.0,22450.0,250.0,5.1,29.0,11.7,3.15,1.25,10.45,2.85,0.65,32.45,1622.5000000000002,21567.55,22232.45,0.4,1.0,19.470000000000002,64.9,50,2192.5000000000005,97.89080734999999,2094.6091926500003,0.0209460919265,0.19256347438749716,217.55,10877.5,take_profit
OOS-20240326-20240328-21800-22400,2024-03-26,2024-03-27,2024-03-28,2,22088.55,21550.0,21800.0,22400.0,22650.0,250.0,5.1,21.1,6.25,1.15,0.9,2.7,2.85,0.45,21.1,1055.0,21778.9,22421.1,0.4,1.0,12.66,42.2,50,1265.0000000000002,96.69141450000001,1168.3085855000002,0.011683085855000002,0.10208026085626913,228.9,11445.0,take_profit
OOS-20240402-20240404-22250-22900,2024-04-02,2024-04-03,2024-04-04,2,22577.5,22000.0,22250.0,22900.0,23150.0,250.0,4.4,21.4,2.75,1.2,1.55,10.65,0.9,0.6,18.55,927.5,22231.45,22918.55,0.4,1.0,11.13,37.1,50,1397.5,96.64053104999999,1300.85946895,0.0130085946895,0.11240954581551091,231.45,11572.5,take_profit
OOS-20240409-20240410-22450-23050,2024-04-09,2024-04-10,2024-04-10,1,22735.35,22200.0,22450.0,23050.0,23300.0,250.0,2.65,12.9,1.4,0.6,0.1,0.15,0.05,0.05,11.05,552.5,22438.95,23061.05,0.4,1.0,6.63,22.1,50,555.0000000000001,95.49836609999998,459.5016339000001,0.004595016339000001,0.03846006561205274,238.95,11947.5,take_profit
OOS-20240416-20240418-21900-22500,2024-04-16,2024-04-18,2024-04-18,2,22200.75,21650.0,21900.0,22500.0,22750.0,250.0,4.05,17.55,3.75,1.05,0.1,0.55,0.15,0.1,16.2,810.0,21883.8,22516.2,0.4,1.0,9.719999999999999,32.4,50,834.9999999999998,96.04905570000001,738.9509442999997,0.007389509442999997,0.06321222791274592,233.8,11690.0,take_profit
OOS-20240423-20240425-22050-22700,2024-04-23,2024-04-24,2024-04-25,2,22371.05,21800.0,22050.0,22700.0,22950.0,250.0,6.75,15.05,5.35,1.35,1.7,4.0,2.25,0.7,12.299999999999999,615.0,22037.7,22712.3,0.4,1.0,7.379999999999999,24.599999999999998,50,807.4999999999999,96.33086435,711.1691356499999,0.0071116913564999995,0.05983753770719394,237.7,11885.0,take_profit
OOS-20240430-20240502-22400-23050,2024-04-30,2024-05-02,2024-05-02,2,22718.3,22150.0,22400.0,23050.0,23300.0,250.0,2.85,18.15,2.2,0.7,0.1,0.15,0.05,0.05,16.799999999999997,419.99999999999994,22383.2,23066.8,0.4,1.0,10.079999999999998,33.599999999999994,25,421.2499999999999,95.16640912500002,326.08359087499986,0.0032608359087499986,0.05593200529588334,233.2,5830.0,take_profit
OOS-20240507-20240509-22100-22700,2024-05-07,2024-05-08,2024-05-09,2,22381.8,21850.0,22100.0,22700.0,22950.0,250.0,6.2,34.45,13.45,3.95,1.6,14.15,2.45,0.75,37.75,943.75,22062.25,22737.75,0.4,1.0,22.65,75.5,25,1300.0,96.47360899999998,1203.526391,0.012035263910000002,0.22681298299175504,212.25,5306.25,take_profit
OOS-20240514-20240516-22000-22600,2024-05-14,2024-05-15,2024-05-16,2,22308.7,21750.0,22000.0,22600.0,22850.0,250.0,8.1,28.25,5.15,1.35,2.05,13.05,1.55,0.55,23.949999999999996,598.7499999999999,21976.05,22623.95,0.4,1.0,14.369999999999997,47.89999999999999,25,898.7500000000001,95.939825225,802.8101747750001,0.00802810174775,0.14205886746737448,226.05,5651.25,take_profit
OOS-20240521-20240523-22300-22900,2024-05-21,2024-05-22,2024-05-23,2,22605.9,22050.0,22300.0,22900.0,23150.0,250.0,8.95,31.85,6.25,1.4,2.1,9.0,2.25,0.4,27.750000000000004,693.7500000000001,22272.25,22927.75,0.4,1.0,16.650000000000002,55.50000000000001,25,912.5,96.0752499,816.4247501,0.008164247501,0.14693808775703038,222.25,5556.25,take_profit
OOS-20240528-20240530-22650-23250,2024-05-28,2024-05-29,2024-05-30,2,22937.25,22400.0,22650.0,23250.0,23500.0,250.0,7.7,27.75,18.5,5.05,7.7,49.85,2.05,1.15,33.5,837.5,22616.5,23283.5,0.4,1.0,20.099999999999998,67.0,25,1913.7499999999995,97.065938875,1816.6840611249995,0.018166840611249995,0.3356460159122401,216.5,5412.5,take_profit
OOS-20240604-20240606-21600-22200,2024-06-04,2024-06-05,2024-06-06,2,21908.15,21350.0,21600.0,22200.0,22450.0,250.0,136.4,213.6,146.5,105.1,5.0,7.8,403.65,222.7,118.60000000000002,2965.0000000000005,21481.4,22318.6,0.4,1.0,71.16000000000001,237.20000000000005,25,7558.749999999999,122.43205837499998,7436.317941625,0.07436317941625,2.2637193125190262,131.39999999999998,3284.9999999999995,take_profit
OOS-20240611-20240613-23000-23650,2024-06-11,2024-06-12,2024-06-13,2,23309.8,22750.0,23000.0,23650.0,23900.0,250.0,10.25,34.45,11.25,2.6,2.4,10.3,5.7,0.9,32.85,821.25,22967.15,23682.85,0.4,1.0,19.71,65.7,25,1138.7500000000002,96.45273532499999,1042.2972646750002,0.010422972646750002,0.19199581205157729,217.15,5428.75,take_profit
OOS-20240618-20240620-23250-23900,2024-06-18,2024-06-19,2024-06-20,2,23568.1,23000.0,23250.0,23900.0,24150.0,250.0,4.85,14.3,4.1,1.0,1.75,9.3,2.95,0.95,12.549999999999999,313.75,23237.45,23912.55,0.4,1.0,7.529999999999999,25.099999999999998,25,552.5,95.3469714,457.15302859999997,0.004571530286,0.0770104070077911,237.45,5936.25,take_profit
OOS-20240625-20240627-23400-24050,2024-06-25,2024-06-26,2024-06-27,2,23731.25,23150.0,23400.0,24050.0,24300.0,250.0,10.35,24.7,9.4,1.8,1.6,3.75,16.55,1.5,21.95,548.75,23378.05,24071.95,0.4,1.0,13.17,43.9,25,978.75,96.075528425,882.674471575,0.00882674471575,0.15482121843016883,228.05,5701.25,take_profit
OOS-20240702-20240704-23900-24550,2024-07-02,2024-07-03,2024-07-04,2,24203.15,23650.0,23900.0,24550.0,24800.0,250.0,8.7,31.2,4.6,1.0,1.35,4.6,6.0,0.6,26.099999999999998,652.5,23873.9,24576.1,0.4,1.0,15.659999999999998,52.199999999999996,25,868.7499999999998,95.960053725,772.7899462749998,0.007727899462749998,0.1380598385484591,223.9,5597.5,take_profit
OOS-20240709-20240711-24150-24800,2024-07-09,2024-07-10,2024-07-11,2,24485.65,23900.0,24150.0,24800.0,25050.0,250.0,4.25,13.85,2.7,0.9,2.5,17.65,0.9,0.5,11.4,285.0,24138.6,24811.4,0.4,1.0,6.84,22.8,25,673.7499999999999,95.35435712499999,578.3956428749999,0.005783956428749999,0.09696490240989102,238.6,5965.0,take_profit
OOS-20240716-20240718-24300-25000,2024-07-16,2024-07-18,2024-07-18,2,24644.45,24050.0,24300.0,25000.0,25250.0,250.0,1.65,6.35,1.2,0.35,0.15,0.2,0.15,0.1,5.550000000000001,138.75000000000003,24294.45,25005.55,0.4,1.0,3.3300000000000005,11.100000000000001,25,141.25000000000003,94.70186067499999,46.54813932500004,0.0004654813932500004,0.007616795144201274,244.45,6111.25,take_profit
OOS-20240723-20240725-24150-24800,2024-07-23,2024-07-24,2024-07-25,2,24463.1,23900.0,24150.0,24800.0,25050.0,250.0,8.95,27.55,25.1,7.6,2.15,15.5,3.35,1.2,36.1,902.5,24113.9,24836.1,0.4,1.0,21.66,72.2,25,1290.0,96.77295130000002,1193.2270487,0.011932270487000001,0.2231373630107527,213.9,5347.5,take_profit
OOS-20240730-20240801-24600-25250,2024-07-30,2024-07-31,2024-08-01,2,24929.1,24350.0,24600.0,25250.0,25500.0,250.0,6.25,21.05,5.55,1.6,3.25,9.9,7.05,1.1,18.75,468.75,24581.25,25268.75,0.4,1.0,11.25,37.5,25,783.7499999999999,95.76961337500002,687.9803866249998,0.006879803866249998,0.1190020128216216,231.25,5781.25,take_profit
